,text,Subjectivity,Polarity,Analysis
2072,fantastic russia covidvaccine httpstco0sqrarrsag,0.4,0.4,Positive
2073,when you find out someone from moscow developed the covid vaccine russianvaccine coronavaccine covidvaccine httpstcoe86lcdl7ix,0.1,0.1,Positive
2074,russia announced worlds first coronavaccine putins daughters vaccinated inews httpstcoq9wyhnoq7b… httpstco92kksuveno,0.25,0.25,Positive
2075,russia announces worlds first covid19 vaccine putins daughter gets vaccinated covid19 russia covidvaccine httpstco5febfy1pcn,0.25,0.25,Positive
2076,president vladimirputin said tuesday that russia had become the first country the world grant regulatory… httpstcot32ka4tqki,0.25,0.25,Positive
2077,russia announces registration worlds first covid19 vaccine this the great news hope for the best httpstco6gq1dmpwv5,0.6833333333333332,0.6833333333333332,Positive
2078,russia claims 1st covid vaccine sputnik putins daughter inoculated covidvaccine,0.0,0.0,Neutral
2079,fingers crossed hope works covidvaccine russianvaccine,0.0,0.0,Neutral
2080,russia announces registration worlds first covid19 vaccine this the great news hope for the best httpstcozx7wa2zzki,0.6833333333333332,0.6833333333333332,Positive
2081,russia claim that they have developed world first covid19 vaccine named sputnik according to… httpstco0dlgwtvpfz,0.175,0.175,Positive
2082,breaking russia released the worlds first covidvaccine president valdimiraputin says russian ministry healt… httpstcoat4stzqhyx,0.125,0.125,Positive
2083,the philippines has low immunization coverage for measles polio etc whose vaccines are proven quality and httpstcoquf19tzwib,0.0,0.0,Neutral
2084,when putin says made the first covid vaccine hear who mkb covidvaccine,0.25,0.25,Positive
2085,how much time took covidvaccine,0.2,0.2,Positive
2086,sputnik the life saver waiting for other vaccines come soon covid19 hydroxychloroquine covidvaccine… httpstcof5bxn553bh,-0.125,-0.125,Negative
2087,russianvaccine exams after getting news covidvaccine ready right now httpstcohi2aakzcys,0.24285714285714285,0.24285714285714285,Positive
2088,breaking news good news russia has developed first coronavirus vaccine covid19 covidvaccine… httpstcoul9lxsipa6,0.3499999999999999,0.3499999999999999,Positive
2089,russian corona vaccine aprroved putin claims vaccine has given his daughter covid19 covidvaccine… httpstcoeq8rmry8gd,0.0,0.0,Neutral
2090,”russia declares victory global vaccine race” the marketing name the vaccine should surprise… httpstconpcclmunla,0.0,0.0,Neutral
2091,kudos russia they have putin lot efforts developing the covid vaccine coronavirusvaccine… httpstcoynmw3jazqy,0.0,0.0,Neutral
2092,russian president vladimir putin launched coronavirus vaccine covid19 kremlinrussiae russianvaccine… httpstcoqrv37euurb,0.0,0.0,Neutral
2093,huge respect you russia released worlds first covidvaccine russian health ministry has approved vaccine… httpstcoochpz2atty,0.2166666666666667,0.2166666666666667,Positive
2094,after long wait russia comes with covid19 vaccine offering ‘sustainable immunity’ against the virus… httpstcod7bqifpkww,-0.05,-0.05,Negative
2095,well done russia vaccine vaccines coronavirusvaccine corona covid19 coronavirusvaccine covidvaccine… httpstcoj3j4lf6iza,0.0,0.0,Neutral
2096,russia becomes the first register vaccine for covid19 things know ajantanews covidvaccine… httpstcofhkt5iiimo,0.25,0.25,Positive
2097,the vaccine for covid19 developed russia hasn’t yet completed it’s proper human trials some people are already… httpstcok8fst6if83,0.03333333333333333,0.03333333333333333,Positive
2098,putin has guts keeping nation above family and letting her daughter take first shot check there are any httpstcoirll0p7t7k,0.125,0.125,Positive
2099,bindubol bbt68 duniya pehla covid vaccine pehla shot the daughter putin covidvaccine russia hope vladimirputin,0.0,0.0,Neutral
2100,for the first time the country covid19 fatality rate has fallen below and currently health mi… httpstcojamibptmoj,0.125,0.125,Positive
2101,covidvaccine people everywhere this the end corona virus corona virus like httpstco45yp6dae0b,0.0,0.0,Neutral
2102,russia announces worlds first covid19 vaccine president vladimir putins daughter gets first shot… httpstcov9hwlnhfzh,0.25,0.25,Positive
2103,know realdonaldtrump all but you believe russias covidvaccine real russia registers covid19… httpstcoyftiffwps7,0.2,0.2,Positive
2104,russia launches first covidvaccine you are happy college jaake padhai karenge happy hostel jaa… httpstcozmkuiunna5,0.6166666666666667,0.6166666666666667,Positive
2105,can this the game changerlets hope rupalijee covidvaccine corona vaccine httpstcolyma1vnbbd,-0.4,-0.4,Negative
2106,putin taking orders for covidvaccine from rest the country russianvaccine httpstcozasfowdhrl,0.0,0.0,Neutral
2107,russia develops worlds first covid vaccine rest the world vladimir putin covidvaccine httpstcosbumcnaqbt,0.25,0.25,Positive
2108,hope covid19 covidvaccine russiavaccine httpstcofi4hbncbck,0.0,0.0,Neutral
2109,russia registers worlds first covid vaccinelets hope and pray the vaccine potent enough end the miseries httpstcoarohjbioza,0.25,0.25,Positive
2110,covidvaccine russianvaccine putin russian russia whole world russia httpstco3ihck5p8a6,0.1,0.1,Positive
2111,finally the 1st vaccine approved congrats russianvaccine covidvaccine positive newss after quite sometime httpstcolt3sxl5a8k,0.11363636363636363,0.11363636363636363,Positive
2112,covidvaccine russias president vladimir putin tuesday said the country has developed the first coronavirus httpstco99m6xuouyk,0.175,0.175,Positive
2113,covidvaccine has been made meanwhile somewhere putins mansion httpstcovmr1sftmnb,0.0,0.0,Neutral
2114,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccin… httpstcoaobvm5lffg,0.125,0.125,Positive
2115,russia finally putin some great effort and get sputnikv after successful clinical trails great job httpstcoz67k9icb6c,0.5875,0.5875,Positive
2116,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstco8aosjdemwc,0.125,0.125,Positive
2117,good news for well world covidvaccine russianvaccine httpstcounj7x65bjj,0.7,0.7,Positive
2118,this tuesday russia became the first nation the world announce the first covid httpstco8dccfzeqgq covidvaccine hope,0.25,0.25,Positive
2119,covidvaccine russia announces worlds first covid19 vaccine everyones reaction russianvaccine… httpstcoo4cpetr8k2,0.25,0.25,Positive
2120,covidvaccine when you got know other country made covidvaccine coronavirusvaccine russia httpstcowxp63l3oep,-0.125,-0.125,Negative
2121,russianvaccine big applause the socialist govt viladimirputin made huge thing covidvaccine indians httpstco1chtkhgcmy,0.20000000000000004,0.20000000000000004,Positive
2122,russias president vladimir putin tuesday said the country has developed the first coronavirus vaccine… httpstcorjsdwoyajy,0.175,0.175,Positive
2123,blessings for technically first covidvaccine ready launch russianvaccine,0.225,0.225,Positive
2124,you know russia the first country who launched the vaccine for covid covid covid19 covidvaccine… httpstcouahzu0km56,0.25,0.25,Positive
2125,here eye opening conversation between the covid19 virus and human that reveals what went wrong and mos… httpstcodormbtvy1w,-0.25,-0.25,Negative
2126,vladimir putin takes new avatar sri lord krishna gifting coronavirusvaccine the entire world this… httpstcod7qa5jbf4a,0.06818181818181818,0.06818181818181818,Positive
2127,russia ready register worlds first coronavirus vaccine august who raised questions about this vaccine… httpstco7jwpcj9x7n,0.225,0.225,Positive
2128,russian becomes first country approve covidvaccine russianvaccine coronavirusvaccine meanwhile putin co… httpstcoyyzyjrac3e,0.125,0.125,Positive
2129,covidvaccine breaking president vladimir putin says russias coronavirus vaccine has been registered and his dau… httpstcoj5kzzfdq6q,0.0,0.0,Neutral
2130,this morning for the first time the world vaccine against the new coronavirus was registered said putin… httpstcox61xdzxvqx,0.19318181818181818,0.19318181818181818,Positive
2131,this finally the moment all have been waiting for the cure for the covid 19yess russia developed worlds first ever covidvaccine,0.11666666666666665,0.11666666666666665,Positive
2132,russia registers worlds first coronavirus vaccine president putins daughter vaccinated breakingnews breaking… httpstco9c474qy45r,0.25,0.25,Positive
2133,vladmir putin announced first covid19 vaccine the world one his daughter vaccinated and shes doing fine… httpstcogirmgeawkx,0.25,0.25,Positive
2134,good news for everyone russian president vladimir putins launches worlds first covid vacines httpstcopngaluvqj5,0.31666666666666665,0.31666666666666665,Positive
2135,coronavaccine vaccine covidvaccine russianvaccine phase trials are conducted determine longterm safety httpstcotv4iydvq4m,0.0,0.0,Neutral
2136,after vaccine announcement govt announces commencement exams russianvaccine covidvaccine russia… httpstcorgdjpud4ug,0.0,0.0,Neutral
2137,the first vaccine out fingers crossed that this will work just fine and many others will follow soon well httpstconk3c4tcphz,0.3888888888888889,0.3888888888888889,Positive
2138,russia the first country register coronavirus vaccine russianvaccine covidvaccine httpstcoyx0qlvudqa,0.25,0.25,Positive
2139,covidvaccine breaking president vladimir putin says russias coronavirus vaccine has been registered and his dau… httpstco99b2unrbta,0.0,0.0,Neutral
2140,those antivaxxers maryland bwahahahahaha covidvaccine covid19 states have authority fine jail… httpstcoksquqwweee,0.4166666666666667,0.4166666666666667,Positive
2141,covidvaccine watch fake not flipkart video and win surprise rewards httpstcovghnuhms1o,0.15000000000000002,0.15000000000000002,Positive
2142,russia claims success developing covid19 vaccine covidvaccine coronavirusvaccine vladimirputin httpstco98kkyhlcwj,0.3,0.3,Positive
2143,sri lanka and russia talks world’s first covid19 vaccine found httpstcoccygqzsyft via… httpstcoahezcilogv,0.25,0.25,Positive
2144,sri lanka and russia talks world’s first covid19 vaccine found httpstcopqxt93b4qw via… httpstcoqadszsfpgb,0.25,0.25,Positive
2145,this episode mumbai smart news rotalks and sachinkalbag discuss the possibility new covidvaccine bei… httpstcoxwiwyupvqd,0.17532467532467533,0.17532467532467533,Positive
2146,russia announces worlds first covid19 vaccine everyones reaction russianvaccine covidvaccine russia httpstco5nbnprqjgz,0.25,0.25,Positive
2147,countries question about its efficiency because registered before finishing phase trials but russian gv… httpstcobpimmmbwfa,0.0,0.0,Neutral
2148,russian try kare wahh wahh patanjali try kare kya hua forget about vocal4local first learn respect… httpstcouev7uamebw,0.125,0.125,Positive
2149,putin allegedly gave the vaccine his daughter covidvaccine httpstco3x9s1rdorb,-0.1,-0.1,Negative
2150,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcoluvkkrwm4a,0.125,0.125,Positive
2151,russia has putin lot effort make the vaccine hope works covidvaccine russianvaccine putin covid19india,0.0,0.0,Neutral
2152,russianvaccine covidvaccine covid19 httpstcoyx0lnryz5u,0.0,0.0,Neutral
2153,think china should fund the vaccine global level russianvaccine covidvaccine httpstcononcbapanu,0.0,0.0,Neutral
2154,ohh yeah puhtin that vaccine covidvaccine russianvaccine putin,0.0,0.0,Neutral
2155,its official now have vaccine for covid19 finally covidvaccine httpstcopmrbjnottc,0.0,0.0,Neutral
2156,uae🇦🇪has taken upon itself the task confronting coronavirus and now witnessing the third phase trial… httpstcogsmcq61yel,0.0,0.0,Neutral
2157,corona vaccine created such chaos our life that developed really hard believe it but anywa… httpstcof4bz8sowfb,-0.0638888888888889,-0.0638888888888889,Negative
2158,russia approves worlds first covid19 vaccine russia coronavirus covid19 coronavirusvaccine covidvaccine… httpstcos4hvruku2r,0.25,0.25,Positive
2159,with covidvaccine today got this too apne wale toh bolbachan alawa kuch nahi hoga atleast… httpstcozg2avn3put,0.0,0.0,Neutral
2160,russia launches worlds first covid19 vaccine russianvaccine russia covidvaccinerace covidvaccine,0.25,0.25,Positive
2161,south africa government still waiting for tender given political connected individuals before they pass vaccine covidvaccine,0.0,0.0,Neutral
2162,only 20days more for letter kalam you admire kalam send your letters letter2kalamapjfuturevisionor… httpstcon1dssnjb22,0.25,0.25,Positive
2163,kremlinrussia many congratulations covidvaccine but who needs convinced are sure that who httpstcoe6z4zvawlq,0.5,0.5,Positive
2164,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcocnjvaptztk,0.125,0.125,Positive
2165,think the media around the world should doing rounds this news telling this russian covid19 vaccine httpstcom9ostzips7,0.0,0.0,Neutral
2166,russian authorities have said that medical workers teachers and other risk groups will the first get vaccina… httpstcofp1fjtv8to,0.03125,0.03125,Positive
2167,finally good news from russia russia announced world first covid19vaccine putins daughter get vaccinated mo… httpstco0h2szk5hun,0.475,0.475,Positive
2168,nepal launched first covid vaccine covidvaccine httpstcoeiacpjqsa0,0.25,0.25,Positive
2169,russia became the first country approve vaccine covid says putin some good news after long long time… httpstcotau40hjeoi,0.21249999999999997,0.21249999999999997,Positive
2170,russianvaccine russia becomes first country register its first covidvaccine httpstcofdoo95noll,0.25,0.25,Positive
2171,russia becomes first country approve covid19 vaccine says president vladimir putin httpstcoywcbf29gfz… httpstcokhv7meqxmr,0.25,0.25,Positive
2172,russia became the first country approve vaccine covid says putin some good news after long long time… httpstcozao9ic2ufm,0.21249999999999997,0.21249999999999997,Positive
2173,join the ongoing discussions covid19 epidemiologyhealthmeet2020 webinar november submit your abstra… httpstcouxrdndeywg,0.0,0.0,Neutral
2174,russia approves worlds first coronavirus vaccine putin announces covidvaccine covidー19 httpstcodbpuwt0t2b,0.25,0.25,Positive
2175,russia covidvaccine going peer reviewed reputable journals they dont care about the traditional rituals,0.25,0.25,Positive
2176,calling the new vaccine sputnik russia confirming claim that the cold war never ended here comes the ne… httpstcobrpob99s9i,-0.2318181818181818,-0.2318181818181818,Negative
2177,realdonaldtrump big breaking news vladimirputin says that russia registered the first covid19 vaccine httpstcog6wmx8ugqj,0.125,0.125,Positive
2178,breaking russia develops and registers world’s first covid19 vaccine httpstcovzfsclafym covid covidvaccine,0.25,0.25,Positive
2179,russia becomes first country register covidvaccine httpstcoxqdybsqbac,0.25,0.25,Positive
2180,cnn now nigerian pastors the cure has been handed over you you guys can now step out and start curing covid… httpstcowbcpicjlz4,0.0,0.0,Neutral
2181,technically the world’s first covidvaccine ready russianvaccine httpstcozddrxbqriv,0.15,0.15,Positive
2182,finally russia has developed worlds first covid vaccine meanwhile other countries leader russianvaccine… httpstconukedl9c6a,0.056249999999999994,0.056249999999999994,Positive
2183,worlds first corona vaccine was announced vladmir putin and its given one his daughter more details to… httpstcojlc1jesmnr,0.375,0.375,Positive
2184,good news corona coronaviruspandemic covidvaccine httpstcohqhlzr9dur,0.7,0.7,Positive
2185,technically russia blessed the world with first covidvaccine,0.125,0.125,Positive
2186,covidvaccine just wish putin not inspired ramdev,0.0,0.0,Neutral
2187,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcoaphmh8arlk,0.125,0.125,Positive
2188,russia announces worlds first covid19 vaccine everyones reaction russianvaccine covidvaccine httpstcoetiguiuzwh,0.25,0.25,Positive
2189,what putin named his new missile covid vaccine plaidputin launches covid vaccine covidvaccine… httpstconlvccrw2gd,0.13636363636363635,0.13636363636363635,Positive
2190,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstconweopqtubn,0.125,0.125,Positive
2191,covidvaccine good news president vladimirputin says that covidvaccine developed russia has been register… httpstcogcyi4pdpuz,0.39999999999999997,0.39999999999999997,Positive
2192,can move russia already covidvaccine thanksrussia russianvaccine russia how get citizenship russia,0.0,0.0,Neutral
2193,breaking russia released worlds first covidvaccine russianvaccine coronavirus,0.25,0.25,Positive
2194,this the gift are all waiting and prayed for covidvaccine,0.0,0.0,Neutral
2195,the worlds first vaccine against coronavirus will registered russia few days russian scientists passed… httpstcozslzf7ort1,0.016666666666666663,0.016666666666666663,Positive
2196,per the reports russia has become the first one register coronavirusvaccine coronavirus httpstcobarhvkxvsi,0.25,0.25,Positive
2197,october they said russia bluffing sputnik was launched space august they are saying the… httpstcocyb60eias6,0.0,0.0,Neutral
2198,first covidvaccine registered amongst all the covidvaccinerace what better day could than… httpstcocriu2napl5,0.375,0.375,Positive
2199,coronavaccine covidvaccine moscow russia putin trump putin trump httpstconnkymsn623,0.0,0.0,Neutral
2200,question whether the vaccine requires who approval prior its global release any government can tie httpstcojtyqxfzhsa,0.0,0.0,Neutral
2201,well done russia putingame russia covidvaccine russiavaccine 1stvaccine greatnews somerelief russia… httpstcoxtw9b5twcx,0.0,0.0,Neutral
2202,ready for this sin where order covidvaccine httpstcozgfqz0y9op,0.2,0.2,Positive
2203,breaking russia released worlds first covidvaccine russianvaccine indians are still worried httpstcoeozzsok8s7,0.25,0.25,Positive
2204,breakingnews russian president vladimirputin declares covidvaccine made the nation says his daughters got vaccinated,0.0,0.0,Neutral
2205,world leaders talking putin after hearing that russia has developed worlds first covidvaccine corona… httpstcoipiw2sukpt,0.175,0.175,Positive
2206,the vaccine workes this favour humanity for upcoming generation lifeline for their dreams covidvaccine russia,0.0,0.0,Neutral
2207,russia released worlds first covidvaccine putin said russian health ministry has approved vaccine and own… httpstcokqkqp5io3w,0.125,0.125,Positive
2208,does russian made virus vaccine contains micro botsstartrekisreal covidvaccine newworldorder,0.0,0.0,Neutral
2209,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcoihhduk1t0d,0.125,0.125,Positive
2210,finally russia has developed the first coronavirus vaccine covidvaccine httpstcowdjisi44cq,0.11666666666666665,0.11666666666666665,Positive
2211,wait whatiwantedtosay covid19 covid19aus russia covidvaccine httpstcocohk5eopkj,0.0,0.0,Neutral
2212,russianvaccine breaking russia released the worlds first covidvaccine putin said russian ministry healt… httpstcopgopjhbqam,0.125,0.125,Positive
2213,congratulations russia for the first covidvaccine ⁦giditraffic⁩ httpstcoysl6mbcgcf,0.25,0.25,Positive
2214,these godless russian scientists will hell for interfering with the punishment god covidvaccine httpstcoqjubh7gxfa,0.0,0.0,Neutral
2215,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcowybhjbvdg6,0.125,0.125,Positive
2216,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcotuzyucuxf2,0.125,0.125,Positive
2217,spectatorindex would you willing take russias new coronavirus vaccine covidvaccine,0.19318181818181818,0.19318181818181818,Positive
2218,breaking news russia released worlds first covidvaccine putin said russian health ministry has approved… httpstcoj9heiudsln,0.125,0.125,Positive
2219,swingswami yes great break through covidvaccine salute russia russianvaccine,0.8,0.8,Positive
2220,russianvaccine russia coronavirus covidvaccine thanks umcle pumtin httpstcokpunqlaqv0,0.2,0.2,Positive
2221,russia released worlds first covidvaccine httpstcogypigvoqg8,0.25,0.25,Positive
2222,technically the world’s first covidvaccine ready russianvaccine,0.15,0.15,Positive
2223,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcon0jblnbotq,0.125,0.125,Positive
2224,good news president vladimirputin says that covidvaccine developed russia has been registered for use and… httpstcobogwt2iwgl,0.39999999999999997,0.39999999999999997,Positive
2225,russian sovereign wealth fund reportedly saying will labelled “sputnik for international markets russian… httpstcoxr8xz5uytj,0.0,0.0,Neutral
2226,russia registers world’s first covid19vaccine putin says his daughter gets vaccinated russianvaccine… httpstcohutlgftyrk,0.25,0.25,Positive
2227,big breaking news russia released worlds first covidvaccine putin said russian health ministry has approved… httpstcoya9rzefca3,0.08333333333333333,0.08333333333333333,Positive
2228,putins which daughter got the vaccine mariya putina yekaterina putina covidvaccinerace covid19vaccine covidvaccine,0.0,0.0,Neutral
2229,update putin names the russianvaccine ‘sputnik’ sputnik was soviet satellite the ‘first’… httpstcof4ffomjcqd,0.25,0.25,Positive
2230,given chance september will you take shot putins vaccine covidvaccine coronavirusvaccine… httpstco5aafxxw3iu,0.0,0.0,Neutral
2231,researchers are racing develop effective treatments for covid19 but international clinicaltrials have been ha… httpstco8cad0umr5b,0.3,0.3,Positive
2232,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcovv1gb2swp2,0.125,0.125,Positive
2233,oli new covidvaccine should called nepalivaccine not russianvaccine will raise the issue coronavirusvaccine,0.13636363636363635,0.13636363636363635,Positive
2234,big breaking news vladimirputin says that russia registered the first covid19 vaccine vladimirputin… httpstco7zqadwwart,0.125,0.125,Positive
2235,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcot8zfawt71b,0.125,0.125,Positive
2236,russia has made worlds 1st covid19 vaccine daughter vaccinated putin russia covidvaccine vaccine… httpstcowxigmns2jh,0.0,0.0,Neutral
2237,russia has developed first coronavirus vaccine announce president vladimirputin really its moment joy… httpstcozadauh3d91,0.18333333333333335,0.18333333333333335,Positive
2238,technically the world first covidvaccine ready russianvaccine who icmrdelhi narendramodi imvkohli,0.15,0.15,Positive
2239,the vaccine paper now covid19india coronavirus coronaviruspandemic vaccine infectiousdiseases… httpstcoae6lhsikfl,0.0,0.0,Neutral
2240,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcoobyqij6m9f,0.125,0.125,Positive
2241,click here watch httpstcohiu7ec2s91 thenewscrosspetrol russianvaccine happyjanmashtami… httpstcomfv94eukfr,0.0,0.0,Neutral
2242,russia becomes first country register covid19 vaccine httpstcoducs7fwdg8 via dynamitenews covidvaccine,0.25,0.25,Positive
2243,russia develops world‘s first covid19 vaccine putin‘s daughter gets vaccinated covidvaccine covid19india httpstcoue7e6rlsac,0.25,0.25,Positive
2244,putins daughter proved she can write papa pari her social media accounts covidvaccine,0.03333333333333333,0.03333333333333333,Positive
2245,big breaking russia released worlds first covidvaccine putin said russian health ministry has approved vac… httpstcojadrxfsenj,0.08333333333333333,0.08333333333333333,Positive
2246,breaking news russian president vladimir putin launches worlds first covid19 vaccine russia coronavirus… httpstcoqypg4i2ayj,0.125,0.125,Positive
2247,putin announces new covidvaccine indian media the vaccine fails putin hara,-0.18181818181818182,-0.18181818181818182,Negative
2248,putin says developed covid vaccine i’m assuming that he’ll delivering this covidvaccine his good frie… httpstcorsiy6ocgxk,0.39999999999999997,0.39999999999999997,Positive
2249,dont fear peoplecovidvaccine has been approved the russian health ministryworlds first vaccine,0.125,0.125,Positive
2250,russia vaccine covidvaccine vladimirputin russiavaccine russia announces worlds first covid19 vaccine putin… httpstcohg9waeamtl,0.25,0.25,Positive
2251,reaction people after the news covid19 vaccine and months lockdown russianvaccine covidvaccine… httpstcowwjmjbxpmz,0.0,0.0,Neutral
2252,russianvaccine covidvaccine coronavaccine worlds first corona vaccine seems ready for the first shot httpstcorqgx0thajs,0.2333333333333333,0.2333333333333333,Positive
2253,breaking news coronavirusvaccine breakingnews covidvaccine httpstcoocecu43gwj,0.0,0.0,Neutral
2254,technically the world’s first covidvaccine ready russianvaccine,0.15,0.15,Positive
2255,russia becomes first country register coronavirus vaccine russia putin coronavirus covidvaccinerace… httpstcot1goubknnp,0.25,0.25,Positive
2256,here good news covidvaccine covid19 russia has developed first coronavirus vaccine putin httpstcop9puv3xqjo,0.3499999999999999,0.3499999999999999,Positive
2257,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcodrb9qfguq8,0.125,0.125,Positive
2258,russia announces first coronavirusvaccine and netizens express happiness with memes and jokes covidvaccine… httpstcoqtky2h6xef,0.475,0.475,Positive
2259,looking for good news covidvaccine stayathome staysafe httpstcoomjxnfwhwm,0.7,0.7,Positive
2260,technically the world’s first covidvaccine ready russianvaccine,0.15,0.15,Positive
2261,president vladimir putin said that russia had become the first country the world grant regulatory approval to… httpstcor8xlcbllez,0.25,0.25,Positive
2262,thanks for putin very good mood russianvaccine putin covidvaccine russian,0.36999999999999994,0.36999999999999994,Positive
2263,see image putin coronavirusvaccine covidvaccine russianvaccine httpstcovbwqoraryt,0.0,0.0,Neutral
2264,russia famous for russian girls pornstar and now russia will famous for vaccine russianvaccine… httpstcosjnn8eemho,0.3333333333333333,0.3333333333333333,Positive
2265,russia wins the race making covidvaccine russia unveils worlds first covid vaccine amp given statement that on… httpstcozxq6wl3m0d,0.275,0.275,Positive
2266,newℹ️ℹ️ russia successfully made covidvaccine says putin now can say 1st amp fastest covid19 vaccin… httpstcoxmi74pejdy,0.75,0.75,Positive
2267,putin confirmed that russia has made the first covidvaccine covid19pandemic russianvaccine putin,0.325,0.325,Positive
2268,breakingnews breaking 1st covidvaccine ready from russia its official russianvaccine covidvaccinerace,0.2,0.2,Positive
2269,technically the world’s first covidvaccine ready russianvaccine russia coronavaccine httpstcozafsqrwl2n,0.15,0.15,Positive
2270,here’s good news for all you first covid19 vaccine here httpstco8opv31fota covidvaccinerace… httpstcocklqbdodg9,0.475,0.475,Positive
2271,russia released worlds first covidvaccine vladimirputin said russian health ministry has approved vaccine an… httpstcoaijdixaqcw,0.125,0.125,Positive
2272,technically the world’s first covidvaccine ready russianvaccine,0.15,0.15,Positive
2273,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcovarm7bqo7y,0.125,0.125,Positive
2274,after losing space race usa during 1960s finally they won covidvaccinerace putin announced worlds… httpstcozv7gkardzy,0.0,0.0,Neutral
2275,which vaccine will you prefer russianvaccine covidvaccine covid19,0.0,0.0,Neutral
2276,watching this closely covidvaccine httpstcogam5xzpjpd,0.0,0.0,Neutral
2277,technically the world’s first covidvaccine ready russianvaccine,0.15,0.15,Positive
2278,wait over covidvaccine russianvaccine,0.0,0.0,Neutral
2279,now waiting time for who approval covidvaccine russianvaccine covid19,0.0,0.0,Neutral
2280,breaking russia has developed first coronavirus vaccine announces president vladimirputin russianvaccine… httpstcoevfl0a7vxu,0.175,0.175,Positive
2281,russia released worlds first covidvaccine,0.25,0.25,Positive
2282,“this morning for the first time the world vaccine against the new coronavirus was registered russia ru… httpstcoamuxrdeb1d,0.19318181818181818,0.19318181818181818,Positive
2283,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcoaow1r5wgi4,0.125,0.125,Positive
2284,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcosrnaowerf1,0.125,0.125,Positive
2285,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine httpstcoeixnenxjre,0.125,0.125,Positive
2286,russia released worlds first covidvaccine putin said russian health ministry has approved vaccine and own… httpstcoprq7lpose1,0.125,0.125,Positive
2287,welldone russia vaccine covidvaccine russia,0.0,0.0,Neutral
2288,technically the world’s first covidvaccine ready russianvaccine,0.15,0.15,Positive
2289,russia found covidvaccine httpstco0batdtai6m,0.0,0.0,Neutral
2290,don’t need microchipped tracked our phones bank accounts amp social accounts this already yo… httpstcozgriq8hn8w,0.03333333333333333,0.03333333333333333,Positive
2291,many many heartiest congratulations russia for this super success happy days are here again httpstco3ccpw1c82g,0.4866666666666667,0.4866666666666667,Positive
2292,russia approves first covid19 vaccine for use putin says his daughter inoculated covidvaccine putin coronavaccine,0.25,0.25,Positive
2293,people after knowing that 1st coronavirusvaccine out russia covidvaccine httpstcokk3ijb15qh,0.0,0.0,Neutral
2294,russianvaccine coronavirus putin covidupdates covidvaccine tuesdayvibes russian coronameme russia develop… httpstcocmhujlltu6,0.0,0.0,Neutral
2295,tuesdaythoughts russia has been pioneer space amp defence tech for decades amp with putin reassuring the world… httpstcosvlytbcsjk,0.0,0.0,Neutral
2296,russianvaccine breaking russia released worlds first covidvaccine putin said russian health ministry has… httpstcoesptup9z3g,0.125,0.125,Positive
2297,technically the world’s first covidvaccine ready russianvaccine,0.15,0.15,Positive
2298,breaking covidvaccine developed russia has been registered for use and daughter the president vladimir put… httpstcooacgjnpld3,0.1,0.1,Positive
2299,technically the world’s first covidvaccine ready russianvaccine httpstcobeuaymsduw,0.15,0.15,Positive
2300,good breaking news russia released worlds first covidvaccine putin said russian health ministry has approve… httpstco03zgwryz5j,0.31666666666666665,0.31666666666666665,Positive
2301,russia 1st register covid19 vaccine worldwide vladimirputin vladimir covidvaccine russia httpstco9cdelrl7f5,0.0,0.0,Neutral
2302,technically the world’s first covidvaccine ready russianvaccine,0.15,0.15,Positive
2303,while still struggle with how maintain social distancing and obey guidelines russia just announced worlds httpstco0ryewfcnyy,0.03333333333333333,0.03333333333333333,Positive
2304,russianvaccine breaking russia released worlds first covidvaccine putin said russian health ministry has… httpstcomou4ukwzxb,0.125,0.125,Positive
2305,wionews shobhit10mittal given chance september will you take shot putins vaccine covidvaccine… httpstcoog3u2z80f2,0.0,0.0,Neutral
2306,technically the world’s first covidvaccine all set russianvaccine httpstcorcc7fatccy,0.125,0.125,Positive
2307,and what about indias vaccine covidvaccine,0.0,0.0,Neutral
2308,premier queensland australia fakes getting jabbed with the rushed through covid19 vaccine pure propaganda httpstcodnsw1pvruz,0.057142857142857134,0.057142857142857134,Positive
2309,given chance september will you take shot putins vaccine covidvaccine coronavirusvaccine… httpstcodvj6g0ggqc,0.0,0.0,Neutral
